customer_id,date,month,month_num,day_of_week,quarter,age,gender,region,occupation,segment,product,channel,amount,balance,tenure_months,num_products,monthly_txn,credit_score,satisfaction,fees_paid,churned,is_fraud
CUST-03540,2024-06-06,June,6,Thursday,Q2,19,Female,Kano,Doctor,Student,Mortgage,USSD,39000,105000,58,4,41,315,6.5,100,No,No
CUST-03541,2024-11-11,November,11,Monday,Q4,52,Female,Kano,Engineer,Premium,Savings Account,Agent Banking,682000,6284000,64,1,31,694,10.0,1700,No,No
CUST-03542,2024-11-29,November,11,Friday,Q4,33,Male,Lagos,Accountant,Corporate,Current Account,Branch,6906000,59310000,46,2,29,659,10.0,20700,No,No
CUST-03543,2024-10-07,October,10,Monday,Q4,35,Male,Enugu,Student,Student,Insurance Plan,Branch,5000,26000,57,2,31,579,8.0,0,Yes,No
CUST-03544,2024-04-11,April,4,Thursday,Q2,32,Male,Port Harcourt,Teacher,Retail,Savings Account,Branch,215000,1860000,61,3,6,440,7.5,600,Yes,No
CUST-03545,2024-09-14,September,9,Saturday,Q3,28,Male,Kano,Doctor,Retail,Credit Card,Web Portal,531000,3674000,100,3,23,597,10.0,800,No,No
CUST-03546,2024-06-23,June,6,Sunday,Q2,35,Male,Abuja,Entrepreneur,SME,Mortgage,Branch,192000,711000,113,1,5,681,8.1,600,No,No
CUST-03547,2024-06-12,June,6,Wednesday,Q2,41,Male,Ibadan,Doctor,Corporate,Mobile Loan,Branch,90000,554000,119,5,18,683,7.4,300,No,No
CUST-03548,2024-10-23,October,10,Wednesday,Q4,30,Female,Lagos,Trader,SME,Fixed Deposit,USSD,411000,4375000,1,5,29,642,7.9,800,No,No
CUST-03549,2024-04-15,April,4,Monday,Q2,37,Male,Ibadan,Doctor,Corporate,Credit Card,Mobile App,536000,782000,63,1,6,823,8.2,500,No,No
CUST-03550,2024-09-03,September,9,Tuesday,Q3,44,Female,Enugu,Student,Student,Savings Account,USSD,10000,93000,48,2,36,323,4.4,0,No,No
CUST-03551,2024-07-16,July,7,Tuesday,Q3,30,Female,Kano,Farmer,Retail,Credit Card,Mobile App,263000,2206000,65,1,5,645,8.7,300,No,No
CUST-03552,2024-05-20,May,5,Monday,Q2,52,Female,Ibadan,Lawyer,Corporate,Savings Account,Mobile App,398000,5187000,113,2,37,689,2.6,400,No,No
CUST-03553,2024-05-24,May,5,Friday,Q2,24,Male,Lagos,Engineer,Student,Savings Account,Web Portal,29000,179000,111,1,22,324,6.1,0,No,No
CUST-03554,2024-01-30,January,1,Tuesday,Q1,36,Male,Lagos,Engineer,Premium,Current Account,Branch,1065000,4662000,116,5,21,764,9.6,3200,Yes,No
CUST-03555,2024-03-13,March,3,Wednesday,Q1,46,Male,Lagos,Farmer,Retail,Investment Fund,Branch,94000,1315000,23,3,11,574,5.8,300,No,No
CUST-03556,2024-03-06,March,3,Wednesday,Q1,21,Female,Enugu,Accountant,Student,Fixed Deposit,Agent Banking,30000,62000,77,1,22,613,8.5,100,Yes,No
CUST-03557,2024-05-12,May,5,Sunday,Q2,54,Female,Abuja,Doctor,Premium,Mobile Loan,USSD,322000,321000,32,3,17,590,8.9,600,No,No
CUST-03558,2024-01-21,January,1,Sunday,Q1,37,Male,Ibadan,Civil Servant,Retail,Mortgage,Branch,69000,259000,89,1,23,625,6.2,200,No,No
CUST-03559,2024-02-04,February,2,Sunday,Q1,45,Female,Port Harcourt,Entrepreneur,SME,Investment Fund,Mobile App,349000,2191000,89,4,6,535,5.3,300,No,No
CUST-03560,2024-01-11,January,1,Thursday,Q1,30,Female,Kano,Engineer,Retail,Insurance Plan,Agent Banking,253000,2217000,12,3,15,599,5.7,600,No,No
CUST-03561,2024-01-19,January,1,Friday,Q1,61,Female,Ibadan,Farmer,Retail,Mortgage,Agent Banking,172000,609000,85,1,18,485,4.6,400,Yes,No
CUST-03562,2024-12-10,December,12,Tuesday,Q4,22,Female,Enugu,Entrepreneur,Student,Mobile Loan,Mobile App,35000,174000,7,2,36,467,8.3,0,No,No
CUST-03563,2024-05-28,May,5,Tuesday,Q2,37,Female,Ibadan,Teacher,Retail,Current Account,Mobile App,43000,123000,114,2,30,702,6.6,0,Yes,No
CUST-03564,2024-02-28,February,2,Wednesday,Q1,45,Female,Lagos,Trader,SME,Current Account,Mobile App,153000,780000,76,3,26,502,10.0,200,No,No
CUST-03565,2024-02-08,February,2,Thursday,Q1,37,Female,Enugu,Civil Servant,Retail,Fixed Deposit,Branch,71000,402000,60,1,44,744,8.6,200,No,No
CUST-03566,2024-08-27,August,8,Tuesday,Q3,26,Male,Kano,Engineer,Retail,Mortgage,Mobile App,104000,779000,90,3,39,789,6.3,100,Yes,No
CUST-03567,2024-06-19,June,6,Wednesday,Q2,58,Female,Abuja,Student,Student,Investment Fund,Agent Banking,17000,139000,105,2,12,333,8.1,0,No,No
CUST-03568,2024-09-07,September,9,Saturday,Q3,46,Female,Abuja,Entrepreneur,SME,Mortgage,USSD,395000,4489000,90,4,40,607,6.4,800,No,No
CUST-03569,2024-01-26,January,1,Friday,Q1,38,Male,Kano,Farmer,Retail,Mortgage,Branch,84000,752000,98,1,37,656,7.9,300,No,No
CUST-03570,2024-05-20,May,5,Monday,Q2,45,Female,Kano,Engineer,Corporate,Mortgage,Mobile App,8182000,10536000,95,2,3,799,8.3,8200,No,No
CUST-03571,2024-11-11,November,11,Monday,Q4,40,Male,Abuja,Farmer,Retail,Investment Fund,Web Portal,116000,1132000,17,1,42,661,6.3,200,No,No
CUST-03572,2024-09-10,September,9,Tuesday,Q3,31,Female,Lagos,Entrepreneur,SME,Mortgage,Web Portal,132000,1779000,30,2,35,530,4.7,200,No,No
CUST-03573,2024-11-21,November,11,Thursday,Q4,18,Female,Kano,Teacher,Student,Current Account,Mobile App,38000,249000,44,1,38,434,5.8,0,No,No
CUST-03574,2024-07-31,July,7,Wednesday,Q3,29,Female,Abuja,Doctor,Retail,Mortgage,Mobile App,513000,4875000,50,1,23,664,10.0,500,No,No
CUST-03575,2024-10-22,October,10,Tuesday,Q4,48,Female,Abuja,Engineer,Premium,Mobile Loan,Mobile App,285000,2340000,67,4,37,574,6.1,300,No,No
CUST-03576,2024-05-20,May,5,Monday,Q2,22,Female,Ibadan,Lawyer,Student,Credit Card,Mobile App,40000,484000,102,1,25,523,5.9,0,No,No
CUST-03577,2024-04-22,April,4,Monday,Q2,42,Male,Abuja,Entrepreneur,SME,Insurance Plan,Mobile App,369000,2144000,108,2,12,758,6.8,400,No,No
CUST-03578,2024-08-07,August,8,Wednesday,Q3,39,Male,Kano,Student,Student,Insurance Plan,Branch,7000,93000,86,3,10,610,7.5,0,No,No
CUST-03579,2024-08-04,August,8,Sunday,Q3,57,Male,Abuja,Engineer,Corporate,Credit Card,Mobile App,752000,3518000,85,1,12,799,5.7,800,No,No
CUST-03580,2024-07-26,July,7,Friday,Q3,35,Female,Lagos,Student,Student,Mobile Loan,Mobile App,24000,346000,30,1,40,520,7.9,0,No,No
CUST-03581,2024-06-29,June,6,Saturday,Q2,18,Male,Abuja,Trader,Student,Current Account,Web Portal,14000,22000,9,3,12,466,7.6,0,No,No
CUST-03582,2024-06-07,June,6,Friday,Q2,20,Female,Kano,Teacher,Student,Mortgage,USSD,18000,250000,118,1,12,526,9.7,0,No,No
CUST-03583,2024-09-19,September,9,Thursday,Q3,33,Male,Ibadan,Civil Servant,Retail,Mobile Loan,Agent Banking,213000,1066000,72,4,45,766,5.5,500,No,No
CUST-03584,2024-12-20,December,12,Friday,Q4,56,Female,Port Harcourt,Farmer,Retail,Savings Account,USSD,133000,1621000,112,5,18,568,7.1,300,No,No
CUST-03585,2024-03-17,March,3,Sunday,Q1,43,Female,Port Harcourt,Entrepreneur,SME,Insurance Plan,USSD,208000,1175000,31,2,8,576,7.5,400,No,No
CUST-03586,2024-12-04,December,12,Wednesday,Q4,22,Female,Enugu,Entrepreneur,Student,Current Account,USSD,21000,211000,110,1,5,425,2.8,0,Yes,No
CUST-03587,2024-11-03,November,11,Sunday,Q4,19,Female,Ibadan,Engineer,Student,Mobile Loan,Mobile App,6000,77000,1,1,5,332,5.3,0,Yes,No
CUST-03588,2024-07-30,July,7,Tuesday,Q3,43,Male,Port Harcourt,Entrepreneur,SME,Mobile Loan,Mobile App,436000,380000,111,1,26,703,9.4,400,No,No
CUST-03589,2024-06-08,June,6,Saturday,Q2,55,Male,Port Harcourt,Trader,SME,Credit Card,Agent Banking,64000,154000,53,3,45,566,9.5,200,No,No
CUST-03590,2024-02-27,February,2,Tuesday,Q1,43,Male,Port Harcourt,Lawyer,Corporate,Credit Card,Web Portal,2375000,28900000,94,3,31,800,8.1,3600,No,No
CUST-03591,2024-06-22,June,6,Saturday,Q2,51,Female,Kano,Accountant,Premium,Savings Account,Agent Banking,3415000,37920000,115,2,20,690,7.0,8500,No,No
CUST-03592,2024-09-05,September,9,Thursday,Q3,56,Female,Port Harcourt,Lawyer,Corporate,Investment Fund,USSD,10554000,34555000,111,1,16,838,3.2,21100,No,No
CUST-03593,2024-04-13,April,4,Saturday,Q2,37,Female,Kano,Lawyer,Corporate,Savings Account,Mobile App,1234000,4990000,12,3,10,625,8.0,1200,Yes,No
CUST-03594,2024-04-19,April,4,Friday,Q2,19,Male,Lagos,Lawyer,Student,Mobile Loan,Agent Banking,6000,65000,81,1,30,374,7.4,0,Yes,No
CUST-03595,2024-09-25,September,9,Wednesday,Q3,49,Female,Abuja,Student,Student,Credit Card,Agent Banking,12000,128000,59,1,35,495,4.8,0,Yes,No
CUST-03596,2024-07-31,July,7,Wednesday,Q3,33,Male,Enugu,Trader,SME,Insurance Plan,USSD,218000,1780000,12,3,23,800,9.0,400,No,No
CUST-03597,2024-12-09,December,12,Monday,Q4,36,Female,Lagos,Doctor,Corporate,Current Account,USSD,2807000,41240000,60,3,34,807,5.9,5600,No,No
CUST-03598,2024-02-19,February,2,Monday,Q1,18,Male,Enugu,Trader,Student,Mortgage,Agent Banking,10000,14000,4,1,37,487,8.5,0,No,No
CUST-03599,2024-10-22,October,10,Tuesday,Q4,37,Male,Abuja,Student,Student,Fixed Deposit,Agent Banking,22000,92000,69,1,7,580,9.0,100,No,No
CUST-03600,2024-06-18,June,6,Tuesday,Q2,25,Female,Enugu,Trader,SME,Investment Fund,Mobile App,1204000,16499000,32,5,39,697,9.2,1200,No,No
CUST-03601,2024-11-20,November,11,Wednesday,Q4,28,Female,Abuja,Civil Servant,Retail,Mortgage,Branch,121000,1432000,71,2,45,652,6.8,400,No,No
CUST-03602,2024-07-12,July,7,Friday,Q3,34,Female,Ibadan,Teacher,Retail,Savings Account,Web Portal,68000,601000,106,2,6,623,7.5,100,No,No
CUST-03603,2024-07-16,July,7,Tuesday,Q3,40,Male,Lagos,Teacher,Retail,Investment Fund,Agent Banking,114000,1084000,114,3,34,722,5.9,300,No,No
CUST-03604,2024-12-30,December,12,Monday,Q4,30,Male,Enugu,Civil Servant,Retail,Savings Account,USSD,46000,186000,61,2,28,613,8.5,100,No,No
CUST-03605,2024-02-11,February,2,Sunday,Q1,39,Female,Enugu,Trader,SME,Savings Account,Branch,230000,2966000,108,2,3,460,9.0,700,No,No
CUST-03606,2024-10-01,October,10,Tuesday,Q4,52,Female,Port Harcourt,Lawyer,Premium,Insurance Plan,Branch,768000,7164000,51,4,2,740,5.6,2300,No,No
CUST-03607,2024-10-04,October,10,Friday,Q4,37,Male,Port Harcourt,Entrepreneur,SME,Investment Fund,Branch,201000,979000,89,3,14,549,4.4,600,No,No
CUST-03608,2024-08-10,August,8,Saturday,Q3,26,Male,Lagos,Teacher,Retail,Credit Card,Mobile App,60000,350000,53,3,31,427,8.4,100,No,No
CUST-03609,2024-04-26,April,4,Friday,Q2,23,Female,Lagos,Entrepreneur,Student,Mortgage,Branch,62000,238000,17,2,41,377,7.2,200,No,No
CUST-03610,2024-09-12,September,9,Thursday,Q3,52,Male,Ibadan,Farmer,Retail,Mortgage,Web Portal,163000,2244000,3,2,29,474,5.1,200,No,No
CUST-03611,2024-03-02,March,3,Saturday,Q1,24,Male,Abuja,Entrepreneur,Student,Investment Fund,Mobile App,12000,176000,103,1,23,320,6.2,0,No,No
CUST-03612,2024-06-15,June,6,Saturday,Q2,29,Female,Enugu,Entrepreneur,SME,Mobile Loan,Mobile App,262000,1091000,22,1,1,749,8.3,300,No,No
CUST-03613,2024-05-30,May,5,Thursday,Q2,18,Male,Abuja,Farmer,Student,Current Account,Web Portal,67000,54000,5,4,11,581,7.6,100,No,No
CUST-03614,2024-02-14,February,2,Wednesday,Q1,32,Female,Lagos,Student,Student,Current Account,Web Portal,18000,15000,27,2,29,306,3.8,0,Yes,No
CUST-03615,2024-03-05,March,3,Tuesday,Q1,33,Female,Port Harcourt,Farmer,Retail,Current Account,Web Portal,132000,1557000,67,4,40,454,2.8,200,No,No
CUST-03616,2024-10-31,October,10,Thursday,Q4,44,Female,Enugu,Trader,SME,Current Account,Branch,844000,2750000,58,1,16,743,7.2,2500,No,No
CUST-03617,2024-05-07,May,5,Tuesday,Q2,20,Male,Lagos,Engineer,Student,Mortgage,Mobile App,20000,222000,66,1,29,538,4.4,0,No,No
CUST-03618,2024-11-16,November,11,Saturday,Q4,50,Female,Kano,Doctor,Corporate,Investment Fund,Mobile App,5359000,63647000,14,1,34,814,10.0,5400,No,No
CUST-03619,2024-05-29,May,5,Wednesday,Q2,18,Female,Kano,Entrepreneur,Student,Insurance Plan,Mobile App,54000,78000,86,3,19,456,6.5,100,No,No
CUST-03620,2024-04-23,April,4,Tuesday,Q2,45,Male,Port Harcourt,Doctor,Premium,Mortgage,Mobile App,618000,7084000,117,1,22,623,4.1,600,Yes,No
CUST-03621,2024-10-16,October,10,Wednesday,Q4,45,Male,Abuja,Accountant,Premium,Current Account,Web Portal,4524000,28960000,83,2,1,742,6.5,6800,No,No
CUST-03622,2024-04-19,April,4,Friday,Q2,38,Female,Ibadan,Lawyer,Corporate,Current Account,Branch,50000000,607942000,112,3,9,634,10.0,150000,No,Yes
CUST-03623,2024-10-21,October,10,Monday,Q4,56,Female,Enugu,Civil Servant,Retail,Credit Card,Branch,192000,1770000,47,1,15,783,7.5,600,Yes,No
CUST-03624,2024-11-17,November,11,Sunday,Q4,28,Female,Abuja,Trader,SME,Current Account,Mobile App,638000,2267000,23,1,12,596,9.1,600,No,No
CUST-03625,2024-07-21,July,7,Sunday,Q3,51,Female,Enugu,Accountant,Premium,Credit Card,Branch,893000,1851000,108,3,10,644,5.4,2700,No,No
CUST-03626,2024-05-24,May,5,Friday,Q2,57,Male,Port Harcourt,Farmer,Retail,Insurance Plan,USSD,87000,1300000,102,5,2,757,6.9,200,No,No
CUST-03627,2024-07-07,July,7,Sunday,Q3,41,Female,Enugu,Doctor,Premium,Mortgage,Mobile App,144000,430000,5,2,38,552,9.6,100,No,No
CUST-03628,2024-03-26,March,3,Tuesday,Q1,38,Male,Ibadan,Doctor,Corporate,Investment Fund,Branch,1651000,19311000,78,3,23,771,9.4,5000,No,No
CUST-03629,2024-03-31,March,3,Sunday,Q1,47,Male,Abuja,Accountant,Corporate,Current Account,Web Portal,7870000,18172000,70,1,33,693,6.7,11800,No,No
CUST-03630,2024-06-17,June,6,Monday,Q2,25,Male,Ibadan,Trader,SME,Investment Fund,USSD,1202000,13679000,90,2,1,767,9.1,2400,No,No
CUST-03631,2024-03-19,March,3,Tuesday,Q1,30,Female,Enugu,Doctor,Retail,Credit Card,Mobile App,22000,122000,91,3,39,527,6.4,0,No,No
CUST-03632,2024-02-24,February,2,Saturday,Q1,56,Female,Abuja,Accountant,Premium,Fixed Deposit,Mobile App,4153000,29497000,29,5,20,428,8.9,4200,No,No
CUST-03633,2024-01-25,January,1,Thursday,Q1,33,Female,Ibadan,Doctor,Premium,Current Account,Web Portal,669000,3946000,115,3,20,464,6.9,1000,No,No
CUST-03634,2024-03-23,March,3,Saturday,Q1,23,Female,Port Harcourt,Civil Servant,Student,Mobile Loan,Mobile App,25000,58000,114,2,24,425,8.3,0,Yes,No
CUST-03635,2024-10-25,October,10,Friday,Q4,43,Female,Port Harcourt,Engineer,Corporate,Investment Fund,Agent Banking,962000,12721000,118,3,16,730,8.1,2400,No,No
CUST-03636,2024-06-15,June,6,Saturday,Q2,39,Female,Enugu,Trader,SME,Current Account,Branch,270000,3649000,59,2,16,793,9.4,800,No,No
CUST-03637,2024-08-20,August,8,Tuesday,Q3,60,Female,Abuja,Farmer,Retail,Mortgage,Branch,638000,3889000,102,1,33,550,7.7,1900,Yes,No
CUST-03638,2024-05-23,May,5,Thursday,Q2,39,Female,Enugu,Civil Servant,Retail,Investment Fund,Mobile App,123000,293000,52,2,30,530,7.9,100,No,No
CUST-03639,2024-02-28,February,2,Wednesday,Q1,36,Female,Lagos,Student,Student,Current Account,USSD,8000,97000,15,3,19,359,6.5,0,No,No
CUST-03640,2024-07-17,July,7,Wednesday,Q3,30,Female,Port Harcourt,Farmer,Retail,Fixed Deposit,Web Portal,17000,63000,8,4,41,695,6.5,0,No,No
CUST-03641,2024-07-01,July,7,Monday,Q3,33,Male,Ibadan,Engineer,Premium,Current Account,Web Portal,545000,1799000,4,5,23,562,4.3,800,No,No
CUST-03642,2024-01-31,January,1,Wednesday,Q1,40,Female,Enugu,Trader,SME,Mobile Loan,Mobile App,275000,2258000,98,3,24,677,5.4,300,No,No
CUST-03643,2024-06-10,June,6,Monday,Q2,36,Male,Port Harcourt,Entrepreneur,SME,Insurance Plan,Mobile App,1576000,10921000,14,5,18,715,8.6,1600,No,No
CUST-03644,2024-03-13,March,3,Wednesday,Q1,46,Male,Abuja,Teacher,Retail,Investment Fund,Mobile App,128000,852000,19,1,4,739,6.2,100,No,No
CUST-03645,2024-03-02,March,3,Saturday,Q1,55,Female,Enugu,Student,Student,Mortgage,USSD,8000,48000,100,1,3,341,4.9,0,Yes,No
CUST-03646,2024-02-12,February,2,Monday,Q1,31,Female,Enugu,Accountant,Premium,Credit Card,Branch,385000,4043000,71,2,11,799,7.8,1200,No,No
CUST-03647,2024-01-19,January,1,Friday,Q1,36,Male,Lagos,Trader,SME,Current Account,Web Portal,277000,1676000,54,4,22,770,10.0,400,No,No
CUST-03648,2024-01-12,January,1,Friday,Q1,26,Female,Ibadan,Farmer,Retail,Mortgage,Mobile App,146000,1010000,116,4,23,560,8.4,100,No,No
CUST-03649,2024-09-25,September,9,Wednesday,Q3,43,Male,Enugu,Trader,SME,Current Account,Mobile App,219000,2958000,88,3,37,737,6.9,200,Yes,No
CUST-03650,2024-05-18,May,5,Saturday,Q2,48,Male,Ibadan,Accountant,Premium,Current Account,Agent Banking,4907000,15329000,87,1,4,530,6.9,12300,Yes,No
CUST-03651,2024-04-19,April,4,Friday,Q2,18,Male,Lagos,Student,Student,Mobile Loan,Mobile App,19000,59000,96,3,2,551,7.5,0,No,No
CUST-03652,2024-10-12,October,10,Saturday,Q4,25,Female,Enugu,Teacher,Retail,Savings Account,Web Portal,47000,522000,47,5,5,566,7.1,100,No,No
CUST-03653,2024-02-03,February,2,Saturday,Q1,18,Male,Enugu,Doctor,Student,Credit Card,USSD,12000,98000,66,1,18,312,8.0,0,Yes,No
CUST-03654,2024-05-16,May,5,Thursday,Q2,43,Male,Enugu,Farmer,Retail,Credit Card,Mobile App,85000,412000,14,5,12,586,6.0,100,No,No
CUST-03655,2024-03-18,March,3,Monday,Q1,45,Male,Enugu,Student,Student,Savings Account,Mobile App,27000,347000,42,1,34,600,8.1,0,No,No
CUST-03656,2024-10-14,October,10,Monday,Q4,33,Female,Port Harcourt,Engineer,Premium,Investment Fund,Web Portal,682000,4768000,81,1,19,578,5.0,1000,No,No
CUST-03657,2024-04-21,April,4,Sunday,Q2,19,Male,Ibadan,Civil Servant,Student,Investment Fund,Web Portal,6000,17000,25,3,20,420,8.0,0,No,No
CUST-03658,2024-06-01,June,6,Saturday,Q2,35,Male,Enugu,Student,Student,Credit Card,Mobile App,5000,63000,84,1,36,339,8.0,0,No,No
CUST-03659,2024-03-27,March,3,Wednesday,Q1,59,Female,Abuja,Student,Student,Fixed Deposit,Branch,32000,186000,107,3,6,477,6.4,100,Yes,No
CUST-03660,2024-11-30,November,11,Saturday,Q4,38,Female,Kano,Teacher,Retail,Fixed Deposit,Mobile App,318000,4381000,103,2,18,543,7.3,300,Yes,No
CUST-03661,2024-04-05,April,4,Friday,Q2,22,Female,Ibadan,Doctor,Student,Mortgage,Agent Banking,32000,67000,61,1,29,429,6.5,100,No,No
CUST-03662,2024-06-11,June,6,Tuesday,Q2,48,Male,Lagos,Entrepreneur,SME,Mobile Loan,Mobile App,185000,764000,77,2,38,685,8.5,200,No,No
CUST-03663,2024-01-28,January,1,Sunday,Q1,27,Female,Enugu,Doctor,Retail,Savings Account,Mobile App,70000,998000,15,1,29,586,9.2,100,No,No
CUST-03664,2024-10-08,October,10,Tuesday,Q4,33,Male,Lagos,Doctor,Premium,Investment Fund,Mobile App,260000,1346000,86,2,12,692,5.2,300,No,No
CUST-03665,2024-11-13,November,11,Wednesday,Q4,25,Female,Kano,Doctor,Retail,Current Account,Web Portal,556000,6925000,101,5,1,659,7.5,800,No,No
CUST-03666,2024-01-26,January,1,Friday,Q1,40,Female,Port Harcourt,Engineer,Premium,Mobile Loan,Branch,843000,4202000,106,1,12,642,5.3,2500,No,No
CUST-03667,2024-10-27,October,10,Sunday,Q4,31,Male,Kano,Accountant,Corporate,Credit Card,USSD,9133000,10036000,48,2,6,750,6.6,18300,No,No
CUST-03668,2024-12-17,December,12,Tuesday,Q4,26,Female,Port Harcourt,Civil Servant,Retail,Savings Account,Agent Banking,33000,287000,108,3,26,536,10.0,100,No,No
CUST-03669,2024-04-07,April,4,Sunday,Q2,46,Female,Kano,Entrepreneur,SME,Fixed Deposit,USSD,168000,1785000,25,4,2,552,6.3,300,No,No
CUST-03670,2024-05-23,May,5,Thursday,Q2,27,Female,Ibadan,Entrepreneur,SME,Fixed Deposit,Mobile App,318000,2020000,111,3,27,562,5.2,300,No,No
CUST-03671,2024-01-23,January,1,Tuesday,Q1,18,Male,Port Harcourt,Lawyer,Student,Investment Fund,Web Portal,12000,169000,40,2,36,311,1.0,0,No,No
CUST-03672,2024-01-18,January,1,Thursday,Q1,48,Male,Kano,Entrepreneur,SME,Current Account,USSD,449000,6331000,22,2,42,463,10.0,900,No,No
CUST-03673,2024-11-05,November,11,Tuesday,Q4,43,Male,Kano,Student,Student,Investment Fund,Mobile App,5000,38000,108,1,14,511,2.9,0,No,No
CUST-03674,2024-09-07,September,9,Saturday,Q3,45,Female,Kano,Student,Student,Investment Fund,Web Portal,19000,234000,39,1,34,486,7.6,0,No,No
CUST-03675,2024-09-11,September,9,Wednesday,Q3,47,Female,Kano,Accountant,Premium,Investment Fund,Web Portal,1325000,19057000,104,1,2,719,8.4,2000,No,No
CUST-03676,2024-11-01,November,11,Friday,Q4,54,Female,Enugu,Student,Student,Investment Fund,Web Portal,10000,51000,9,5,21,319,5.9,0,Yes,No
CUST-03677,2024-01-04,January,1,Thursday,Q1,40,Male,Kano,Lawyer,Premium,Insurance Plan,USSD,1069000,4423000,26,2,33,475,8.6,2100,No,No
CUST-03678,2024-06-24,June,6,Monday,Q2,33,Female,Lagos,Doctor,Premium,Investment Fund,Web Portal,3017000,28925000,15,4,36,652,7.1,4500,No,No
CUST-03679,2024-05-14,May,5,Tuesday,Q2,25,Female,Port Harcourt,Teacher,Retail,Savings Account,Mobile App,69000,934000,96,2,37,612,7.5,100,No,No
CUST-03680,2024-01-10,January,1,Wednesday,Q1,50,Male,Port Harcourt,Lawyer,Premium,Current Account,Web Portal,171000,2413000,94,4,37,729,5.0,300,No,No
CUST-03681,2024-06-12,June,6,Wednesday,Q2,62,Female,Lagos,Engineer,Corporate,Current Account,USSD,4788000,25917000,77,3,25,817,3.4,9600,No,No
CUST-03682,2024-05-09,May,5,Thursday,Q2,36,Male,Abuja,Farmer,Retail,Fixed Deposit,Agent Banking,24000,42000,118,1,36,733,6.7,100,No,No
CUST-03683,2024-05-22,May,5,Wednesday,Q2,18,Female,Abuja,Lawyer,Student,Investment Fund,USSD,4000,45000,12,1,3,547,6.5,0,No,No
CUST-03684,2024-04-27,April,4,Saturday,Q2,27,Male,Lagos,Doctor,Retail,Fixed Deposit,Web Portal,292000,3269000,3,2,37,686,6.6,400,No,No
CUST-03685,2024-11-06,November,11,Wednesday,Q4,37,Male,Lagos,Civil Servant,Retail,Mortgage,Branch,277000,1371000,12,1,30,632,6.8,800,No,No
CUST-03686,2024-02-07,February,2,Wednesday,Q1,45,Male,Kano,Entrepreneur,SME,Mortgage,Branch,1501000,1378000,100,2,17,740,8.4,4500,Yes,No
CUST-03687,2024-06-22,June,6,Saturday,Q2,45,Male,Ibadan,Teacher,Retail,Mortgage,Branch,195000,1097000,52,3,24,634,10.0,600,Yes,No
CUST-03688,2024-12-05,December,12,Thursday,Q4,48,Male,Ibadan,Civil Servant,Retail,Mobile Loan,Web Portal,287000,324000,45,2,32,630,9.2,400,No,No
CUST-03689,2024-03-27,March,3,Wednesday,Q1,59,Female,Ibadan,Civil Servant,Retail,Savings Account,Branch,341000,595000,58,1,12,667,6.6,1000,No,No
CUST-03690,2024-05-30,May,5,Thursday,Q2,54,Male,Lagos,Student,Student,Investment Fund,Branch,15000,132000,93,1,22,403,8.4,0,Yes,No
CUST-03691,2024-02-19,February,2,Monday,Q1,52,Male,Port Harcourt,Teacher,Retail,Current Account,Agent Banking,47000,265000,107,1,45,509,7.4,100,No,No
CUST-03692,2024-03-01,March,3,Friday,Q1,72,Male,Lagos,Student,Student,Mortgage,Web Portal,8000,103000,15,4,29,531,7.0,0,No,No
CUST-03693,2024-08-15,August,8,Thursday,Q3,18,Female,Enugu,Lawyer,Student,Fixed Deposit,Agent Banking,22000,292000,31,3,2,541,10.0,100,No,No
CUST-03694,2024-04-13,April,4,Saturday,Q2,36,Female,Port Harcourt,Lawyer,Corporate,Insurance Plan,Agent Banking,3980000,16613000,10,5,7,781,7.9,10000,No,No
CUST-03695,2024-09-20,September,9,Friday,Q3,36,Female,Ibadan,Lawyer,Corporate,Insurance Plan,Web Portal,2948000,3906000,13,3,14,827,5.8,4400,No,No
CUST-03696,2024-01-16,January,1,Tuesday,Q1,18,Male,Kano,Trader,Student,Savings Account,Agent Banking,13000,147000,63,3,43,344,4.4,0,Yes,No
CUST-03697,2024-03-07,March,3,Thursday,Q1,43,Male,Enugu,Entrepreneur,SME,Mobile Loan,USSD,827000,6322000,120,4,16,795,8.4,1700,Yes,No
CUST-03698,2024-12-28,December,12,Saturday,Q4,60,Male,Port Harcourt,Student,Student,Insurance Plan,USSD,8000,47000,88,3,38,597,10.0,0,No,No
CUST-03699,2024-06-06,June,6,Thursday,Q2,38,Male,Enugu,Lawyer,Premium,Credit Card,Branch,166000,2335000,94,5,27,712,6.7,500,No,No
CUST-03700,2024-10-08,October,10,Tuesday,Q4,34,Male,Lagos,Trader,SME,Insurance Plan,Mobile App,476000,1841000,100,1,5,484,6.3,500,No,No
CUST-03701,2024-12-17,December,12,Tuesday,Q4,35,Male,Lagos,Accountant,Premium,Investment Fund,Mobile App,1774000,21941000,21,2,27,515,7.7,1800,No,No
CUST-03702,2024-09-16,September,9,Monday,Q3,49,Male,Enugu,Trader,SME,Mortgage,Web Portal,781000,8425000,66,4,25,706,6.0,1200,No,No
CUST-03703,2024-03-06,March,3,Wednesday,Q1,55,Female,Kano,Accountant,Premium,Mobile Loan,Web Portal,906000,8395000,99,1,11,538,8.3,1400,Yes,No
CUST-03704,2024-10-17,October,10,Thursday,Q4,22,Female,Port Harcourt,Entrepreneur,Student,Mobile Loan,Mobile App,6000,42000,22,2,4,456,5.5,0,No,No
