LicenseID,CompanyName,MineralType,MineSite,LicenseType,LicenseIssueDate,LicenseExpiryDate,QuantityMined_tonnes,RevenueNGN,RoyaltyPaidNGN,MineStatus,ContactPhone,State,EnvironmentalClearance,NMRCRegistered
MML600024,Blessing Mohammed Mining Ltd,Columbite ,Nasarawa Barytes Mine,small-scale mining,29-Dec-2020,2023/03/06,36849.77,"NGN 61,234,617,823","NGN 4,020,848,746",Abandoned,0326 773 6026,Benue,no,Yes
MML600345,Yusuf Abubakar Mining Ltd,Lead,Zamfara Gold Belt,Quarry lease,26-Nov-2010,2013/05/26,33536.71,112698830902.99,7442620921.77,Suspended ,03103241714,Plateau,Y,Y
MML600246,NGOZI  ABUBAKAR MINING LTD,limestone,Benue Coal Field,Exploration,27/12/2014,06 June 2017,72829.36,null,1944508058.3,Inactive,+234489025039,Cross River,Y,true
MML600292,  Ibrahim Adeyemi Mining Ltd   ,Tin,Nasarawa Barytes Mine,Quarry lease,12 July 2018,2023-06-20,71607.37,"N71,375,068,496",4541407732.68,active,234-271-361-115,Ebonyi,N,0
MML600083,Fatima Olawale Mining Ltd,Tin ,Ebonyi Lead-Zinc Site,Mining Lease,04.04.2019,2024-12-04,47369.6,"₦30,634,523,913.53",,Reclaimed,234-399-049-027,Nasarawa,Yes,N
MML600418,Grace Ogundimu Mining Ltd,COAL,Nasarawa Barytes Mine,Small Scale,2011/08/28,08.12.2020,78261.55,334735590170.79 naira,"₦22,235,470,669.60",INACTIVE,0398 780 1573,Benue,no,0
MML600039,Bola Mohammed Mining Ltd,Zinc,Benue Coal Field,small-scale mining,22.10.2020,2025-02-11,63457.67,"N98,821,543,059","N3,419,896,220",INACTIVE,+234543303654,Sokoto,Yes,FALSE
MML600055,Aliyu Okonkwo Mining Ltd,Tin,Nasarawa Barytes Mine,Exploration,19.11.2019,22/01/2026,65402.39,"₦229,735,833,799.04",,Suspended,(466) 889-3734,Kogi,1,No
MML600280,Aliyu Chukwu Mining Ltd,Zinc,Kogi Iron Ore Field,small-scale mining,06/07/2016,04-Feb-2023,14557.67,17960809968.28 naira,1052646966.96,INACTIVE,0078 361 3407,Kogi,Yes,false
MML600352,Grace Mohammed Mining Ltd,Lead,Kogi Iron Ore Field,exploration,02/09/2012,08/03/2015,19034.39,"₦46,146,361,656.65","N1,923,091,100",INACTIVE,16868548709,Nasarawa,false,Y
MML600355,Amaka Adeyemi Mining Ltd,Gold,Zamfara Gold Belt,small-scale mining,2012-03-27,21/06/2017,32639.5,"N17,614,168,658","₦537,973,390.88",INACTIVE,+234702462996,Plateau,TRUE,false
MML600394,Obinna Chukwu Mining Ltd,Lead,Nasarawa Barytes Mine,exploration,31-May-2014,2020-04-03,49744.32,20355118344.28,788848578.97 naira,Reclaimed,03756289002,Nasarawa,FALSE,true
MML600103,Grace Chukwu Mining Ltd,Iron ore,Cross River Barite Site,Quarry lease,21-Jan-2010,26.09.2019,72009.3,"₦33,446,906,919.41",2304024020.63,Active,0000000000,Plateau,No,Y
MML600309,Ngozi Mohammed Mining Ltd,gold,Benue Coal Field,Quarry lease,20-Sep-2016,17-May-2021,49891.39,"N128,506,228,722",N/A,Suspended,0000000000,Plateau,Y,N
MML600196,  WALE ADEKUNLE MINING LTD   ,Lead,Cross River Barite Site,Small-Scale Mining,23/03/2019,2023/08/16,37655.66,"158,352,214,825.64 ","N10,414,065,668",Suspended,0470 551 6940,Sokoto,Y,Y
MML600219,Ngozi Nnamdi Mining Ltd,Gold,Nasarawa Barytes Mine,Small Scale,2021-12-11,2025/07/25,32283.38,102982520743.98 naira,"5,044,452,876.16 ",active,234-874-064-039,Zamfara,yes,true
MML600165,Chioma Olawale Mining Ltd,Iron Ore,Kogi Iron Ore Field,Quarry lease,07/01/2020,18.10.2029,59441.62,45769350375.75 naira,,Reclaimed,(548) 687-4034,Plateau,false,1
MML600013,Ifeoma Mohammed Mining Ltd,GOLD,Kogi Iron Ore Field,Quarry lease,2019-11-29,04.02.2027,-,"NGN 152,715,998,731","₦5,264,877,218.16",Suspended ,51462704828,Kogi,N,Y
MML600192,Femi Abubakar Mining Ltd,Tin,Plateau Mining Zone,Quarry lease,2012/06/30,2016-11-30,38255.51,5785346822.58,"₦221,928,112.06",Active,84991216558,Nasarawa,true,true
MML600151,  Tunde Bello Mining Ltd,Columbite ,Sokoto Gypsum Deposit,Small Scale,N/A,30/11/2016,58017.02,85759000860.12,,Inactive,27065379473,Cross River,true,1
MML600456,NGOZI YUSUF MINING LTD,Tin ,Cross River Barite Site,Quarry Lease,15 May 2015,01.05.2018,40134.62,unknown,"₦4,912,700,071.65",Active,0486 959 4636,Sokoto,1,No
MML600431,Grace Nwosu Mining Ltd,Coal,Zamfara Gold Belt,Quarry lease,10-Sep-2014,27/02/2024,47805.03,"₦106,358,287,305.54",--,Abandoned,(552) 314-9135,Sokoto,Y,false
MML600101,Tunde Nwosu Mining Ltd,COAL,Kogi Iron Ore Field,Quarry Lease,02.02.2020,13/01/2024,29629.37,"N109,167,701,299",?,active,(482) 175-9464,Zamfara,Y,1
MML600010,Yusuf Balogun Mining Ltd,Zinc,Benue Coal Field,Mining Lease,12 April 2021,26 March 2028,14751.33 short tons,"N57,884,252,705","NGN 1,922,015,273",active,23884969653,Ebonyi,N,yes
MML600358,grace mohammed mining ltd,Coal,Zamfara Gold Belt,Quarry lease,2011-09-18,2021-07-23,185.69,"NGN 780,319,984",28049162.05 naira,Suspended ,13736785082,Ebonyi,Y,true
MML600378,Amara Ajayi Mining Ltd,Limestone,Ebonyi Lead-Zinc Site,MINING LEASE,11 February 2020,01/12/2022,15283.96,,54007250.85 naira,Suspended,234-689-421-044,Zamfara,N,Yes
MML600072,Zainab Abubakar Mining Ltd,limestone,Ebonyi Lead-Zinc Site,Small Scale,11.09.2016,2020-03-20,80026.3,"NGN 353,800,939,379","21,527,715,414.51 ",Suspended,234-134-352-408,Zamfara,no,0
MML600295,Tobi Ajayi Mining Ltd,Coal,Kogi Iron Ore Field,Mining Lease,22 March 2021,05 October 2027,14490.97,"13,219,787,971.24 ",,active,0196 565 2341,Plateau,1,true
MML600210,sadiq okonkwo mining ltd,Limestone,Ebonyi Lead-Zinc Site,small-scale mining,07.12.2020,09-Apr-2022,5556.51,"N3,069,123,879",-,Reclaimed,(152) 742-0549,Benue,1,FALSE
MML600453,Blessing Okafor Mining Ltd,Gold,Nasarawa Barytes Mine,small-scale mining,11/17/2021,07 January 2027,25843.13,"87,642,219,268.08 ",,Reclaimed,05991624731,Nasarawa,Y,Y
MML600207,  Musa Balogun Mining Ltd,Gold,Nasarawa Barytes Mine,Small-Scale Mining,09/19/2021,06 January 2024,349.84,"₦1,468,943,589.12","NGN 84,437,952",Active,(540) 193-8026,Zamfara,N,TRUE
MML600003,Wale Balogun Mining Ltd,Columbite,Cross River Barite Site,Quarry Lease,2018-03-08,2021/01/02,31465.7,"NGN 30,908,954,933","₦1,257,348,866.77",Active,0637 940 2654,Nasarawa,No,N
MML600306,Chinedu Okonkwo Mining Ltd,Lead,Zamfara Gold Belt,MINING LEASE,2019-09-14,15 April 2025,31238.83,"NGN 70,726,792,387","₦2,894,195,414.25",INACTIVE,N/A,Ebonyi,N,true
MML600202,  Aliyu Suleiman Mining Ltd,COAL,Cross River Barite Site,Small-Scale Mining,17/09/2016,2021/05/01,31328.72,54395433551.17,1779093337.62,active,234-375-758-441,Nasarawa,TRUE,FALSE
MML600289,Tunde Eze Mining Ltd,Gypsum,Kogi Iron Ore Field,Quarry Lease,23/04/2019,29-Jul-2020,-,"₦106,854,326,604.30","NGN 4,304,852,194",Inactive,0063 242 4154,Ebonyi,yes,1
MML600218,Wale Mohammed Mining Ltd,COAL,Benue Coal Field,Small-Scale Mining,2021/10/30,03/14/2023,29142.41,"₦12,402,616,926.42","444,048,538.21 ",Active,0718 707 2867,Sokoto,yes,0
MML600328,FEMI NWOSU MINING LTD,Gold,Kogi Iron Ore Field,MINING LEASE,21.06.2020,2023/05/10,76194.78,n/a,"N16,148,104,677",Abandoned,07859321334,Ebonyi,N,FALSE
MML600231,KEMI ABUBAKAR MINING LTD,Tin ,Sokoto Gypsum Deposit,Quarry lease,2018-05-18,2020-11-26,38908.19,"N35,561,673,502","₦1,576,932,888.93",Reclaimed,(175) 183-0469,Sokoto,N,FALSE
MML600162,Ngozi Eze Mining Ltd,Limestone,Kogi Iron Ore Field,Small Scale,08 September 2017,not set,50705.54,18068964399.90 naira,"N815,424,430",Active,06706540515,Benue,TRUE,1
MML600182,blessing  abubakar mining ltd,Tin ,Nasarawa Barytes Mine,small-scale mining,02/07/2017,13 May 2024,67027.86,"NGN 229,054,572,631",14252008014.05,Inactive,0299 590 0109,Nasarawa,yes,TRUE
MML600171,Tunde Nnamdi Mining Ltd,Gold,Plateau Mining Zone,Small-Scale Mining,09/04/2021,01 March 2026,33466.24,"NGN 103,886,135,704",n/a,Abandoned,0355 690 9275,Ebonyi,no,1
MML600458,Wale Nwosu Mining Ltd,Barite,Nasarawa Barytes Mine,Mining Lease,2012/07/04,2021/08/08,14361.46,"NGN 27,105,447,523",1181618208.48 naira,Abandoned,(621) 372-1386,Nasarawa,FALSE,Yes
MML600075,Obinna Mohammed Mining Ltd,Tin ,Nasarawa Barytes Mine,Small-Scale Mining,2012-05-29,01-Mar-2017,24188.1,"₦107,673,149,171.42","NGN 5,570,149,436",Reclaimed,71902294131,Benue,1,TRUE
MML600190,Kemi Balogun Mining Ltd,Barite,Sokoto Gypsum Deposit,Quarry lease,07/16/2017,2019/06/19,40447.91,"NGN 136,174,033,831","N7,070,985,981",Inactive,0801 624 5650,Benue,no,no
MML600339,Tunde Eze Mining Ltd,Columbite ,Ebonyi Lead-Zinc Site,exploration,20 February 2016,31/03/2017,8325.93,"NGN 36,706,604,191",1427483970.25,Suspended ,+234267658617,Nasarawa,Yes,true
MML600323,Chioma Bello Mining Ltd,Coal,Cross River Barite Site,Quarry lease,15-Aug-2013,2014-10-04,9922.55,4571922467.13,267294606.46,Inactive,(296) 670-6625,Ebonyi,Y,yes
MML600135,Blessing Adekunle Mining Ltd,Coal,Kogi Iron Ore Field,Quarry lease,17-Jun-2017,14-Jul-2025,NULL,121158337491.42,3915903320.79,Reclaimed,,Cross River,N,false
MML600118,yusuf  okafor mining ltd,limestone,Ebonyi Lead-Zinc Site,Small-Scale Mining,14/11/2020,09/23/2025,77577.59,NULL,n/a,Suspended,234-783-908-470,Ebonyi,FALSE,Yes
MML600138,Tunde Nnamdi Mining Ltd,Limestone,Nasarawa Barytes Mine,Mining Lease,21-Jan-2016,01/14/2024,51479.12,--,"₦2,149,413,405.57",Abandoned,18835523124,Sokoto,no,N
MML600214,Bola Okafor Mining Ltd,Tin,Benue Coal Field,Small Scale,2013/06/17,10-Sep-2017,84783.76,257046900338.80 naira,"NGN 9,092,031,083",Reclaimed,(684) 145-9332,Plateau,FALSE,0
MML600305,Grace Adeyemi Mining Ltd,COAL,Benue Coal Field,Quarry Lease,2020-08-17,20/08/2024,49401.08,142747874890.15 naira,"N8,796,834,828",Abandoned,234-481-491-778,Benue,0,0
MML600243,Obinna Nwosu Mining Ltd,GOLD,Sokoto Gypsum Deposit,Quarry lease,2020/08/07,2022/12/28,55574.28,223545042630.38,,active,01567933410,Kogi,no,0
MML600265,Musa Ogundimu Mining Ltd,GOLD,Sokoto Gypsum Deposit,Mining Lease,N/A,2029/01/17,12405.57,"NGN 16,640,318,984","N673,466,633",Inactive,08993756798,Plateau,no,N
MML600167,Fatima Nnamdi Mining Ltd,GOLD,Ebonyi Lead-Zinc Site,exploration,03/10/2016,06-Dec-2025,33952.16,102874912606.03 naira,,Inactive,234-758-416-169,Zamfara,TRUE,yes
MML600311,ngozi ogundimu mining ltd,limestone,Sokoto Gypsum Deposit,Small Scale,2021/04/09,2030/04/22,58211.21,74260759505.03,"NGN 2,249,932,616",Suspended,+234937597383,Benue,0,1
MML600445,Obinna Okonkwo Mining Ltd,Iron ore,Sokoto Gypsum Deposit,Small-Scale Mining,28/06/2015,2018-03-20,58200.81,221932746636.32,"9,980,384,952.03 ",Suspended ,(777) 392-6030,Zamfara,no,0
MML600088,Chioma  Bello Mining Ltd,COAL,Ebonyi Lead-Zinc Site,Mining Lease,23/10/2011,20.02.2020,84292.35,"NGN 247,990,648,642","N7,754,017,884",active,(247) 710-9324,Plateau,Y,no
MML600203,Obinna Lawal Mining Ltd,Zinc,Nasarawa Barytes Mine,Small-Scale Mining,,22.05.2020,52214.84,117951564872.29,6978886211.60 naira,INACTIVE,86652404157,Cross River,Yes,true
MML600099,Yusuf Lawal Mining Ltd,Columbite,Kogi Iron Ore Field,Small Scale,06/16/2021,24-Oct-2026,35550.61,NULL,1069685583.75,Abandoned,0386 922 2196,Benue,false,0
MML600081,SADIQ ADEYEMI MINING LTD,Iron Ore,Kogi Iron Ore Field,small-scale mining,07/06/2011,2013/08/22,50485.46,102821855536.41,"NGN 5,848,604,358",Suspended,(499) 471-7464,Cross River,1,yes
MML600166,Adaeze Okonkwo Mining Ltd,Tin ,Plateau Mining Zone,Small-Scale Mining,27.12.2018,11/14/2026,61481.42 short tons,73890148494.55 naira,"₦5,064,518,920.52",Active,05415667652,Plateau,Y,No
MML600080,Sadiq Chukwu Mining Ltd   ,Gold,Plateau Mining Zone,exploration,2011/10/20,15 June 2020,81952.29,323036591481.64 naira,"₦11,409,520,694.07",Inactive,0000000000,Plateau,N,N
MML600293,MUSA LAWAL MINING LTD,limestone,Benue Coal Field,small-scale mining,2017/05/14,18 July 2018,85640.22 short tons,"N50,117,257,043","NGN 3,352,358,922",Suspended ,234-262-218-909,Benue,Y,false
MML600108,Adaeze Bello Mining Ltd,Columbite ,Benue Coal Field,Quarry lease,17/05/2010,16 December 2017,5740.73,"NGN 6,984,886,743","NGN 220,674,047",Suspended,0817 549 6513,Zamfara,yes,false
MML600313,  Adaeze Okafor Mining Ltd,Tin ,Zamfara Gold Belt,Mining Lease,05/11/2020,19-Aug-2025,29211.23,"53,370,996,113.71 ","₦2,016,150,401.05",Inactive,01383670241,Benue,Y,No
MML600363,Adaeze Chukwu Mining Ltd,Barite,Nasarawa Barytes Mine,Mining Lease,2020-09-15,20.03.2025,55479.67,"₦102,786,876,334.76",,Reclaimed,234-333-346-800,Cross River,TRUE,N
MML600053,Fatima Olawale Mining Ltd,limestone,Cross River Barite Site,Small-Scale Mining,07/01/2019,13.03.2026,30755.71,51163957454.80 naira,1903837304.31 naira,INACTIVE,(362) 316-6587,Kogi,FALSE,1
MML600242,Wale Adekunle Mining Ltd,Tin ,Kogi Iron Ore Field,Small-Scale Mining,26-Jun-2011,08-Feb-2019,70845.27 short tons,"28,509,760,520.75 ","N1,322,237,806",Abandoned,01823398454,Kogi,yes,yes
MML600272,Blessing Afolabi Mining Ltd,Gypsum,Cross River Barite Site,small-scale mining,24 June 2013,,44818.93,131326321806.41 naira,4380889038.92 naira,active,(478) 596-9691,Zamfara,TRUE,Yes
MML600347,Sadiq Okeke Mining Ltd,Tin,Cross River Barite Site,Mining Lease,24/04/2012,03/04/2021,62088.96,"N171,948,978,070",,Active,(704) 774-3490,Nasarawa,false,true
MML600157,Amaka Mohammed Mining Ltd,Barite,Nasarawa Barytes Mine,Mining Lease,10/06/2012,2015/05/30,60486.02 short tons,22759994054.23 naira,938272506.33,Abandoned,+234472779010,Ebonyi,1,N
MML600257,Funmilayo Balogun Mining Ltd,COAL,Nasarawa Barytes Mine,exploration,2013-05-17,09/29/2022,58251.22,"₦80,749,399,548.41","3,828,777,302.18 ",Abandoned,0371 240 6596,Benue,true,Yes
MML600158,Halima Okafor Mining Ltd,Columbite,Kogi Iron Ore Field,Small Scale,11 July 2016,2019/01/10,39499.86,91692343143.33,"₦4,206,056,727.48",Abandoned,234-289-861-434,Ebonyi,N,Yes
MML600110,Grace Balogun Mining Ltd,Columbite ,Ebonyi Lead-Zinc Site,Exploration,19 August 2019,09/06/2023,44527.85,"N54,329,585,113","NGN 3,748,851,309",Active,,Cross River,Yes,0
MML600119,Kunle Lawal Mining Ltd,Columbite,Sokoto Gypsum Deposit,Exploration,11/20/2017,02/04/2025,?,"NGN 122,441,778,632",4595159948.14,INACTIVE,+234661771159,Kogi,No,TRUE
MML600056,  chioma nnamdi mining ltd,Limestone,Ebonyi Lead-Zinc Site,Quarry Lease,2014-12-24,13-Jan-2021,75193.59,315106263947.05,"₦14,682,652,475.04",Inactive,N/A,Kogi,TRUE,false
MML600382,Fatima Adeyemi Mining Ltd,limestone,Plateau Mining Zone,exploration,17/06/2019,09 February 2028,64277.22,"N94,110,570,024","N4,028,389,432",Active,234-167-618-472,Kogi,1,Yes
MML600350,CHIDI MOHAMMED MINING LTD,GOLD,Ebonyi Lead-Zinc Site,Small Scale,10/09/2017,26/01/2022,61654.94,274606080165.08,"NGN 10,456,989,833",Suspended,(989) 921-7223,Plateau,false,N
MML600457,Musa Suleiman Mining Ltd,Tin ,Sokoto Gypsum Deposit,Exploration,10-May-2019,2023/04/09,75085.41,183296208079.66,"N10,746,985,529",Suspended ,08725887449,Kogi,yes,FALSE
MML600327,Emeka Ajayi Mining Ltd,Coal,Ebonyi Lead-Zinc Site,Quarry lease,29-Jan-2018,04.08.2019,82415.81,"NGN 273,980,480,661",15648991549.41,Active,08564205930,Nasarawa,true,TRUE
MML600176,Chinedu Adeyemi Mining Ltd,gold,Sokoto Gypsum Deposit,Small Scale,16 May 2016,05 May 2022,53251.04,"N33,770,911,877","N2,145,827,757",Suspended ,31323705895,Nasarawa,no,0
MML600384,CHIDI AFOLABI MINING LTD,Gold,Plateau Mining Zone,exploration,27/01/2011,2012-03-09,12999.39 short tons,"N52,728,880,143","NGN 3,398,669,014",Suspended,(891) 411-7393,Sokoto,No,Y
MML600049,Emeka Afolabi Mining Ltd,Columbite ,Zamfara Gold Belt,Quarry lease,2020/04/27,2029-01-19,78180.47,"N34,569,681,657","₦2,204,832,669.04",INACTIVE,16328708317,Kogi,N,No
MML600422,Wale Adeyemi Mining Ltd,Columbite ,Ebonyi Lead-Zinc Site,Small-Scale Mining,2021/07/03,2030/01/14,72806.46 short tons,"₦211,046,576,630.15","NGN 8,988,979,578",Reclaimed,234-861-207-501,Sokoto,Y,0
MML600222,Yusuf Ogundimu Mining Ltd,Limestone,Kogi Iron Ore Field,small-scale mining,09/19/2018,12/06/2023,84656.48,"₦101,516,816,592.85",,active,05128682300,Sokoto,Y,true
MML600034,Obinna Bello Mining Ltd,Iron Ore,Kogi Iron Ore Field,small-scale mining,2018-08-04,17.03.2022,72761.17,n/a,"N5,838,300,554",Suspended,234-640-052-427,Ebonyi,FALSE,false
MML600092,Segun Adekunle Mining Ltd,limestone,Cross River Barite Site,Small Scale,2013-10-01,00/00/0000,23457.12,"32,462,250,427.76 ","NGN 1,990,152,311",Suspended,(499) 727-8755,Cross River,0,no
MML600084,Emeka Ajayi Mining Ltd,Iron ore,Cross River Barite Site,small-scale mining,2014-04-06,30 July 2023,9972.32,"NGN 44,856,447,031",2205000967.79 naira,Abandoned,234-429-671-756,Cross River,no,no
MML600254,Ifeoma Afolabi Mining Ltd,Iron ore,Ebonyi Lead-Zinc Site,Mining Lease,25/04/2017,09/25/2018,39177.57,152478707608.53,"N8,038,978,793",INACTIVE,+234046618398,Sokoto,true,No
MML600241,Ibrahim Ogundimu Mining Ltd,Coal,Cross River Barite Site,Small Scale,05-Aug-2019,2024-09-26,32819.88,3421440340.23,"149,848,167.47 ",Inactive,234-084-840-862,Sokoto,TRUE,no
MML600261,Grace Olawale Mining Ltd,COAL,Plateau Mining Zone,exploration,13.04.2015,13-Aug-2019,17883.25,"71,740,408,834.75 ","4,780,467,486.21 ",Inactive,74167243426,Nasarawa,TRUE,No
MML600408,Segun Afolabi Mining Ltd,limestone,Nasarawa Barytes Mine,Mining Lease,10/25/2021,24 October 2025,27103.35,"NGN 66,655,684,061","2,277,966,459.17 ",Suspended,N/A,Sokoto,true,0
MML600004,blessing mohammed mining ltd,Iron ore,Ebonyi Lead-Zinc Site,Small-Scale Mining,01/21/2017,09/06/2020,55712.46,"₦100,870,860,758.42","N6,716,173,926",Inactive,(351) 161-5594,Sokoto,TRUE,yes
MML600392,Funmilayo Bello Mining Ltd,Lead,Nasarawa Barytes Mine,Small-Scale Mining,not set,26.12.2026,14871.35,60986761558.68 naira,2680600057.67,active,00277167014,Sokoto,true,Y
MML600444,Zainab Nnamdi Mining Ltd   ,Iron Ore,Zamfara Gold Belt,exploration,09/05/2013,02-Jun-2020,14143.12,"N19,624,898,656","₦1,057,272,696.81",active,+234222591365,Cross River,1,No
MML600386,AMAKA BELLO MINING LTD,gold,Nasarawa Barytes Mine,Small Scale,08.09.2011,03/25/2018,5123.16,555453393.26,21465728.96,Reclaimed,0530 011 9721,Kogi,true,yes
MML600226,   Obinna Ajayi Mining Ltd,Gypsum,Zamfara Gold Belt,Small Scale,24.03.2015,12.01.2017,3135.08,"N2,132,097,687","₦119,724,238.03",Reclaimed,02843959953,Benue,no,No
MML600399,  amaka afolabi mining ltd,Iron Ore,Sokoto Gypsum Deposit,Exploration,2016-03-04,23-Jul-2021,32795.07,"₦118,369,070,253.65",5747830170.05 naira,Reclaimed,50375899757,Benue,TRUE,No
MML600159,  Blessing Adeyemi Mining Ltd,Lead,Nasarawa Barytes Mine,small-scale mining,21-Aug-2014,2021-06-11,77156.76,"₦127,892,620,515.75",--,INACTIVE,234-369-711-798,Sokoto,0,FALSE
MML600258,Kemi  Suleiman Mining Ltd,Coal,Ebonyi Lead-Zinc Site,exploration,13-Jul-2014,2017/04/25,23180.88,4165170903.94,"₦256,519,520.78",Inactive,(756) 924-5937,Nasarawa,0,No
MML600288,Chinedu Eze Mining Ltd,Columbite,Plateau Mining Zone,exploration,03/10/2011,31.07.2018,44349.31,"150,343,524,593.75 ",7533045296.39 naira,Active,07500170127,Ebonyi,1,Y
MML600348,grace adeyemi mining ltd,gold,Plateau Mining Zone,Quarry Lease,,2018-09-04,28575.45,n/a,3142785390.80 naira,INACTIVE,01158693806,Plateau,true,TRUE
MML600141,Musa Bello Mining Ltd,Gold,Kogi Iron Ore Field,Small Scale,02/05/2019,15-Dec-2026,45225.16 short tons,"NGN 105,925,038,266","N5,034,247,623",Reclaimed,90581477005,Ebonyi,TRUE,TRUE
MML600175,Chidi Nwosu Mining Ltd,Coal,Cross River Barite Site,Quarry Lease,07/09/2021,25-Sep-2027,--,30554695583.80 naira,"₦944,874,741.25",Suspended,0551 884 4225,Nasarawa,N,N
MML600128,Obinna Eze Mining Ltd,Zinc,Kogi Iron Ore Field,exploration,15-Jun-2010,2015-03-29,69477.89,"N97,171,397,802","NGN 4,004,808,980",Suspended ,(229) 612-0183,Ebonyi,Yes,TRUE
MML600273,Chioma Adeyemi Mining Ltd,Tin ,Nasarawa Barytes Mine,MINING LEASE,22.07.2012,11/10/2021,56234.33,"N47,743,355,083","₦1,780,269,759.17",Active,,Plateau,Y,true
MML600136,Yusuf Balogun Mining Ltd,Gypsum,Nasarawa Barytes Mine,Small Scale,21 September 2017,22-Mar-2022,10959.55,"NGN 19,253,733,271","NGN 1,030,976,335",Reclaimed,0529 751 6136,Plateau,N,N
MML600391,Sadiq Ajayi Mining Ltd,Lead,Plateau Mining Zone,Quarry Lease,28.11.2017,04/14/2022,?,242456471888.75,"NGN 14,785,250,677",Inactive,0169 797 2965,Zamfara,yes,true
MML600331,Zainab Okeke Mining Ltd,Barite,Sokoto Gypsum Deposit,exploration,05-Dec-2016,unknown date,84178.49,"50,457,837,502.47 ","NGN 3,525,688,121",Active,+234270103930,Sokoto,false,1
MML600146,Amaka Suleiman Mining Ltd,Barite,Cross River Barite Site,Small-Scale Mining,2013-02-05,2018/09/22,51214.78,Unknown,"NGN 10,329,852,421",Inactive,(518) 644-9251,Sokoto,FALSE,FALSE
MML600264,Aliyu Ogundimu Mining Ltd,limestone,Zamfara Gold Belt,Small-Scale Mining,04/03/2018,27.02.2021,80515.72,46071884738.41 naira,"2,706,416,249.27 ",Reclaimed,234-656-101-438,Cross River,1,Y
MML600248,Halima Nwosu Mining Ltd,gold,Zamfara Gold Belt,Small Scale,05/29/2012,2015-06-08,70953.17,"₦313,385,251,928.44","₦14,717,722,774.72",active,21850163159,Nasarawa,true,0
MML600077,Ibrahim Chukwu Mining Ltd,Zinc,Kogi Iron Ore Field,Small Scale,2021/04/09,2030-02-27,65436.6,204279466133.97 naira,"N11,347,408,325",Reclaimed,96499091334,Zamfara,TRUE,0
MML600143,Obinna  Okafor Mining Ltd   ,Gypsum,Cross River Barite Site,Small Scale,2020-01-19,13.01.2022,72810.16,"N148,492,908,971",5159872300.18 naira,INACTIVE,07935978207,Zamfara,true,N
MML600435,Adaeze Mohammed Mining Ltd,Tin ,Benue Coal Field,Small Scale,20 March 2013,01/24/2016,40414.7,"NGN 2,065,133,428","NGN 68,379,660",INACTIVE,(283) 411-0809,Cross River,Y,true
MML600324,AMAKA LAWAL MINING LTD,COAL,Kogi Iron Ore Field,Quarry Lease,2014/09/13,02-Feb-2024,33827.77,48070835022.32 naira,"₦3,340,010,636.43",Active,+234447209993,Nasarawa,1,0
MML600253,  Ibrahim Olawale Mining Ltd,Gold,Ebonyi Lead-Zinc Site,Quarry lease,2021-02-04,20-Sep-2028,82524.03,"NGN 230,686,151,709","N10,175,693,216",Inactive,08610158199,Ebonyi,Y,Yes
MML600106,Grace Mohammed Mining Ltd,Tin ,Cross River Barite Site,Mining Lease,03/11/2010,12 January 2018,55251.89,110970239797.66 naira,"NGN 6,535,845,402",Inactive,(858) 842-4745,Nasarawa,false,Yes
MML600308,BLESSING OGUNDIMU MINING LTD,COAL,Cross River Barite Site,Small Scale,16 September 2014,N/A,19866.85,nil,"NGN 2,755,753,246",Reclaimed,08635365419,Benue,false,TRUE
MML600209,Ngozi Balogun Mining Ltd,Tin ,Zamfara Gold Belt,Small Scale,2021/12/19,05-Nov-2023,82762.97,"₦282,474,656,574.57","NGN 13,736,125,207",INACTIVE,54788728743,Ebonyi,no,0
MML600129,Sadiq Nnamdi Mining Ltd,Gold,Kogi Iron Ore Field,Small-Scale Mining,07/26/2013,04/20/2015,-,60963911932.23,"2,159,707,107.65 ",Suspended ,06752545991,Plateau,N,no
MML600001,  Tunde Suleiman Mining Ltd,Gold,Cross River Barite Site,small-scale mining,01-Jul-2012,11.10.2013,63031.92,"₦71,841,812,632.29","NGN 2,556,240,688",Reclaimed,234-043-321-819,Zamfara,No,1
MML600436,Zainab Adekunle Mining Ltd,COAL,Ebonyi Lead-Zinc Site,Quarry Lease,unknown date,16.03.2025,12145.57,"NGN 24,239,307,907",1155387765.5,Suspended ,69308488725,Plateau,N,0
MML600315,Funmilayo Abubakar Mining Ltd,Coal,Cross River Barite Site,Mining Lease,09.05.2015,2018/08/05,7768.3,"₦14,965,537,902.15","N1,041,176,791",Reclaimed,(199) 062-3445,Benue,1,No
MML600326,chioma ajayi mining ltd   ,Iron ore,Kogi Iron Ore Field,Exploration,11.09.2017,2022/03/25,69432.1,294212285829.46 naira,"16,653,336,678.13 ",Suspended ,08380657875,Ebonyi,Yes,true
MML600395,Tunde Mohammed Mining Ltd,gold,Ebonyi Lead-Zinc Site,Small Scale,05-May-2020,18-Jun-2027,15587.04,"₦55,048,835,090.98","₦3,487,569,065.27",Suspended,234-721-753-540,Cross River,FALSE,TRUE
MML600100,Ibrahim Adeyemi Mining Ltd,limestone,Zamfara Gold Belt,Mining Lease,17 December 2020,2023-11-02,7027.46,1316455066.43,"NGN 79,569,526",Suspended ,37923747407,Cross River,yes,Yes
MML600330,Tobi Mohammed Mining Ltd,Zinc,Zamfara Gold Belt,Quarry lease,00/00/0000,11.08.2019,83287.22,122633044006.80 naira,"N5,469,550,718",Suspended,59059929378,Plateau,FALSE,no
