StockID,DrugName,DrugClass,SupplierName,UnitCostPrice,UnitSellingPrice,QuantityReceived,QuantityDispensed,ClosingStock,BatchNumber,ExpiryDate,ReceiptDate,StorageCondition,NafdacApproved,State
PH400201,Metformin 850mg Tab,Antidiabetics,Fidson Healthcare,350,430.84 naira,1042,1029,13,BN83892,19.03.2027,30 December 2024,Refrigerated,yes,kano
PH400112,Cotrimoxazole 480mg Tab,Antibiotics,Swipha Nigeria,-,N299,0,0,0,BN88383,unknown date,17-Apr-2024,room temp,N,Edo
PH400262,  Amlodipine 5mg Tab,ANTIHYPERTENSIVES,Evans Medical,290.00 naira,335.24 naira,329,45,284,BN64216,25 January 2027,13/05/2025,Controlled,false,Lagos
PH400242,Lisinopril 10mg Tab,Antihypertensives,Fidson Healthcare,320,N372,-10,0,-10,NIL,17 December 2025,14/08/2024,Controlled,1,Kaduna
PH400100,Paracetamol 1000mg Tab,ANALGESICS,Swipha Nigeria,120.00 naira,176.93 naira,2083,1665,418,BN76676,22.09.2025,07-Apr-2025,COLD CHAIN,0,Edo
PH400103,Cotrimoxazole 480mg Tab,Antibiotics,Emzor Pharmaceutical,200.00 naira,305.29,4478,645,3833,BN19432,2027/03/19,18 May 2024,ambient,TRUE,Imo
PH400264,Diazepam 5mg Tab,Anxiolytics,Emzor Pharmaceutical,₦550.00,NGN 674,2903,2431,472,BN54651,18.03.2026,07.03.2025,Cold Chain (2-8°C),N,Lagos
PH400025,Artemether-Lumefantrine 80/480,ANTIMALARIALS,Swipha Nigeria,650.00 naira,₦882.03,0,0,0,BN41995,02/15/2025,10 August 2024,Cold Chain (2-8°C),FALSE,KANO
PH400145,Cotrimoxazole 480mg Tab,antibiotics,Evans Medical,NGN 200,266.47,0,0,0,BN75947,00/00/0000,06-Jan-2024,ambient,true,Edo
PH400327,Metformin 850mg Tab,-,Fidson Healthcare,N350,n/a,0,0,0,BN91460,25-Jun-2026,10/19/2024,room temp,yes,Anambra
PH400111,Artemether-Lumefantrine 80/480   ,Antimalarials,Emzor Pharmaceutical,NGN 650,n/a,-10,0,-10,--,12/09/2024,28-Apr-2024,room temp,N,Kano
PH400287,  Omeprazole 20mg Cap,GI Drugs,Emzor Pharmaceutical,N410,NGN 589,0,0,0,BN58425,2026-06-01,07/03/2024,Cold Chain (2-8°C),true,Cross River
PH400401,Paracetamol 1000mg Tab,analgesics,May & Baker Nigeria,N120,N191,0,0,0,BN10390,04/03/2027,2024-01-19,Cold Chain (2-8°C),true,Cross River
PH400256,Insulin Glargine 100IU/mL,ANTIDIABETICS,Emzor Pharmaceutical,8500.00 naira,"NGN 10,694",3584,1450,2134,BN18831,2025-06-01,27/04/2025,Cold Chain (2-8°C),no,Akwa Ibom
PH400008,Insulin Glargine 100IU/mL,Antidiabetics,Emzor Pharmaceutical,8500,unknown,-10,0,-10,BN33575,2026/12/15,04/22/2024,Refrigerated,TRUE,Kaduna
PH400222,  Paracetamol 1000mg Tab,NIL,Evans Medical,120,₦156.61,-10,?,-10,BN73507,2025/09/09,11-Oct-2024,Cold Chain (2-8°C),yes,Lagos
PH400224,Paracetamol 1000mg Tab,Analgesics,Emzor Pharmaceutical,120.00 naira,N179,0,0,0,BN98997,04/20/2025,2024/01/11,Controlled,false,Kaduna
PH400379,Insulin Glargine 100IU/mL,antidiabetics,Fidson Healthcare,8500.00 naira,"N11,559",-10,0,-10,BN79056,12/11/2025,16/08/2024,COLD CHAIN,false,Cross River
PH400329,Multivitamin Syrup,Supplements,May & Baker Nigeria,780.00 naira,972.39,0,0,0,BN34541,26-Apr-2026,17-May-2024,Controlled,false,Kaduna
PH400267,Cotrimoxazole 480mg Tab,Antibiotics,Emzor Pharmaceutical,N200,272.81 ,0,0,0,BN76479,31-Mar-2026,2024/08/12,ambient,TRUE,Kaduna
PH400187,Cotrimoxazole 480mg Tab,Antibiotics,Emzor Pharmaceutical,NGN 200,NGN 246,4424,788,,BN65377,04/03/2027,2024/11/21,COLD CHAIN,FALSE,Delta
PH400133,Amoxicillin 500mg Cap,Antibiotics,Emzor Pharmaceutical,480,₦573.84,-10,0,-10,BN84009,2026-11-01,N/A,Refrigerated,TRUE,oyo
PH400082,Amlodipine 5mg Tab,Antihypertensives,May & Baker Nigeria,290,436.72,-10,0,-10,NIL,27-Dec-2024,26 May 2025,Refrigerated,false,Lagos
PH400083,Amoxicillin 500mg Cap,ANTIBIOTICS,May & Baker Nigeria,NGN 480,NGN 603,0,0,0,BN75519,2025-11-09,31 May 2024,room temp,false,Cross River
PH400374,Metformin 850mg Tab,Antidiabetics,Evans Medical,N350,462.83 naira,0,0,0,BN85514,2027/02/24,2024-12-30,Controlled,N,Imo
PH400192,Ibuprofen 400mg Tab,Analgesics,Evans Medical,180.00 naira,NGN 218,0,0,0,BN65216,23-Jan-2026,30/08/2024,Cold Chain (2-8°C),no,Enugu
PH400356,Metformin 850mg Tab,ANTIDIABETICS,Swipha Nigeria,NGN 350,428.22 naira,-10,0,-10,BN96382,01/06/2026,2025/03/24,Ambient Temperature,false,LAGOS
PH400420,Lisinopril 10mg Tab,Antihypertensives,Swipha Nigeria,NGN 320,NGN 506,-10,0,-10,BN70101,21/05/2026,10 November 2024,Cold Chain (2-8°C),false,Delta
PH400424,Ibuprofen 400mg Tab,Analgesics,Swipha Nigeria,NGN 180,₦247.93,0,0,,null,03-Apr-2027,N/A,ambient,no,Rivers
PH400200,Insulin Glargine 100IU/mL,Antidiabetics,Fidson Healthcare,8500.00 naira,12176.41,0,?,0,BN83274,05 September 2025,06 June 2025,COLD CHAIN,N,FCT
PH400245,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,Fidson Healthcare,NGN 320,N508,2374,1766,608,BN60260,2027-03-22,26.05.2025,Controlled,No,oyo
PH400411,Artemether-Lumefantrine 80/480,Antimalarials,Fidson Healthcare,650.00 ,₦856.51,-10,0,-10,BN85047,06/08/2027,2024-07-02,Ambient Temperature,TRUE,Oyo
PH400227,Amlodipine 5mg Tab,Antihypertensives,May & Baker Nigeria,290,339.28,-10,0,,BN98963,11/27/2024,2025-03-06,COLD CHAIN,0,Plateau
PH400283,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,Emzor Pharmaceutical,NGN 320,485.97 naira,3263,3240,23,BN58007,12-Mar-2026,11.01.2024,Controlled,N,Enugu
PH400372,Amoxicillin 500mg Cap,Antibiotics,Evans Medical,₦480.00,652.23 naira,4168,3469,699,BN62500,12-Apr-2026,2024-04-09,Controlled,yes,Imo
PH400132,Lisinopril 10mg Tab,Antihypertensives,Emzor Pharmaceutical,320.00 naira,381.78,4630,2213,2417,BN61863,2025-12-11,30-Mar-2025,room temp,0,Imo
PH400280,Metformin 850mg Tab,-,May & Baker Nigeria,350.00 naira,504.75 naira,-10,-,-10,BN90431,2026-10-06,03/06/2024,Cold Chain (2-8°C),0,Anambra
PH400127,Ibuprofen 400mg Tab,Analgesics,Fidson Healthcare,N180,₦232.07,1595,412,1183,BN41255,2027-08-06,26-Aug-2024,Ambient Temperature,FALSE,Plateau
PH400179,Omeprazole 20mg Cap,GI DRUGS,Evans Medical,₦410.00,N614,-10,0,-10,BN76968,11/01/2026,08/09/2024,Refrigerated,no,Rivers
PH400073,Amoxicillin 500mg Cap,Antibiotics,May & Baker Nigeria,480.00 naira,NGN 693,,0,-10,BN99185,05-Feb-2027,2024-11-13,Controlled,0,Enugu
PH400311,Amoxicillin 500mg Cap,antibiotics,Fidson Healthcare,480,₦652.17,-10,0,-10,BN12698,2026-03-26,2024/10/18,Cold Chain (2-8°C),Y,Enugu
PH400067,Amlodipine 5mg Tab,Unknown,Swipha Nigeria,290.00 ,459.44 ,3245,null,333,BN75723,2025/02/20,02.01.2025,room temp,N,Akwa Ibom
PH400075,Metformin 850mg Tab,Antidiabetics,May & Baker Nigeria,₦350.00,₦554.27,4162,2523,1639,BN43095,09/10/2026,01.01.2024,Refrigerated,FALSE,Enugu
PH400072,Amlodipine 5mg Tab,Antihypertensives,Swipha Nigeria,NGN 290,NGN 370,  ,0,0,BN23462,10/07/2026,2025-05-11,Refrigerated,true,Lagos
PH400150,Cotrimoxazole 480mg Tab,Antibiotics,Emzor Pharmaceutical,200.00 naira,₦296.04,1555,1451,104,BN60996,26 December 2024,2024/12/15,COLD CHAIN,FALSE,Oyo
PH400306,Omeprazole 20mg Cap,GI Drugs,Fidson Healthcare,410.00 naira,NGN 473,1104,683,421,BN50257,03/08/2027,10 May 2025,room temp,yes,Enugu
PH400383,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,May & Baker Nigeria,320.00 ,₦424.31,0,0,0,NIL,12.11.2026,05/22/2025,Controlled,1,Edo
PH400370,Omeprazole 20mg Cap,GI Drugs,Emzor Pharmaceutical,N410,481.17 naira,0,0,0,--,13 September 2026,01.04.2025,Controlled,1,Delta
PH400298,Insulin Glargine 100IU/mL,ANTIDIABETICS,Fidson Healthcare,8500.00 naira,"N10,182",4745,1419,,--,28.04.2027,12/15/2024,Ambient Temperature,no,Rivers
PH400092,Artemether-Lumefantrine 80/480,antimalarials,Evans Medical,₦650.00,952.68 ,0,0,0,BN64672,2025-01-24,05/02/2024,Refrigerated,FALSE,Enugu
PH400233,Amoxicillin 500mg Cap,antibiotics,Swipha Nigeria,,NGN 700,-10,0,-10,BN81711,2024/11/27,03/01/2025,Refrigerated,TRUE,Imo
PH400349,Paracetamol 1000mg Tab,n/a,Swipha Nigeria,N120,179.66 ,0,0,0,BN22569,10/29/2025,06/16/2024,Cold Chain (2-8°C),FALSE,Rivers State
PH400088,Ibuprofen 400mg Tab,ANALGESICS,Evans Medical,N180,266.73 naira,Unknown,0,0,BN79284,27-Oct-2026,13.01.2024,Controlled,0,Edo
PH400309,Ibuprofen 400mg Tab,Analgesics,May & Baker Nigeria,N180,NGN 258,4074,1379,2695,BN61582,2025/04/05,2024/04/03,room temp,Yes,Enugu
PH400178,Omeprazole 20mg Cap,GI Drugs,Evans Medical,N410,₦487.70,0,0,0,BN12892,10/07/2025,2024/08/01,Ambient Temperature,yes,Plateau
PH400093,Paracetamol 1000mg Tab,ANALGESICS,Fidson Healthcare,120,,3634,2312,1322,BN89002,07/01/2026,16/03/2024,ambient,yes,Kaduna
PH400059,Ibuprofen 400mg Tab,ANALGESICS,Evans Medical,NGN 180,NGN 274,-10,0,-10,BN98993,17-Mar-2027,2024/05/20,Cold Chain (2-8°C),Y,Lagos
PH400173,Insulin Glargine 100IU/mL,Antidiabetics,Emzor Pharmaceutical,8500,"₦12,142.02",-10,0,-10,BN12571,31 July 2025,03.01.2025,ambient,N,Akwa Ibom
PH400261,Diazepam 5mg Tab,ANXIOLYTICS,Swipha Nigeria,N550,₦852.29,0,0,0,-,2025/12/11,2025-02-20,Refrigerated,TRUE,Anambra
PH400252,Diazepam 5mg Tab,Anxiolytics,Evans Medical,NGN 550,N646,-10,NIL,-10,BN72227,12/02/2024,19.03.2025,Ambient Temperature,FALSE,Akwa Ibom
PH400040,Metformin 850mg Tab,ANTIDIABETICS,Emzor Pharmaceutical,N350,N461,3398,1291,2107,BN22138,2025/01/02,27.03.2025,room temp,false,Anambra
PH400060,Amoxicillin 500mg Cap,Antibiotics,May & Baker Nigeria,₦480.00,N658,297,130,167,BN15602,01/09/2027,21.02.2025,Refrigerated,Yes,Edo
PH400037,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,Swipha Nigeria,320,₦509.28,-10,0,-10,BN24090,2027-07-18,N/A,ambient,No,KANO
PH400310,Metformin 850mg Tab,Antidiabetics,Emzor Pharmaceutical,₦350.00,548.99 naira,0,0,0,BN44479,21 August 2026,02/22/2025,Controlled,1,Anambra
PH400249,Lisinopril 10mg Tab,Antihypertensives,Fidson Healthcare,₦320.00,500.07,-10,0,-10,BN95422,25/12/2025,04/08/2024,room temp,1,Ibadan
PH400207,Insulin Glargine 100IU/mL,Antidiabetics,Swipha Nigeria,-,"₦12,584.75",-10,0,-10,  ,2027-07-16,2024-10-17,ambient,No,Ogun
PH400345,Metformin 850mg Tab,Antidiabetics,Emzor Pharmaceutical,₦350.00,₦438.95,-10,N/A,-10,BN68666,08 August 2025,05/29/2024,Controlled,true,KANO
PH400402,Amoxicillin 500mg Cap,Antibiotics,Evans Medical,480,673.31,2989,733,2256,BN88110,2027-04-05,2024/06/25,Controlled,no,Kaduna
PH400091,Omeprazole 20mg Cap,Gi Drugs,Emzor Pharmaceutical,NGN 410,531.50 naira,4196,3769,427,BN38957,17.01.2027,04.08.2024,Refrigerated,true,Port Harcourt
PH400121,Amlodipine 5mg Tab,Antihypertensives,Fidson Healthcare,290,335.05 naira,0,0,0,BN80192,2026/02/03,2024/10/24,ambient,Yes,Abuja
PH400375,Diazepam 5mg Tab,Anxiolytics,May & Baker Nigeria,NGN 550,687.9,0,0,0,BN40388,28/10/2025,26.08.2024,Ambient Temperature,TRUE,Kaduna
PH400202,Artemether-Lumefantrine 80/480,unknown,Fidson Healthcare,650.00 naira,753.38 ,2919,2665,254,BN53093,2026-02-01,20 October 2024,Refrigerated,true,Imo
PH400164,Diazepam 5mg Tab,Anxiolytics,Emzor Pharmaceutical,NGN 550,719.11 ,-10,0,-10,BN17457,2026/09/03,19 September 2024,ambient,No,Cross River
PH400208,Artemether-Lumefantrine 80/480,ANTIMALARIALS,May & Baker Nigeria,N650,NGN 973,-10,0,-10,,2026/11/10,2024-02-21,Cold Chain (2-8°C),TRUE,Imo
PH400412,Insulin Glargine 100IU/mL,ANTIDIABETICS,Emzor Pharmaceutical,"₦8,500.00","NGN 10,943",3065,2550,515,BN84255,10/04/2026,09 September 2024,Ambient Temperature,true,Imo
PH400304,Omeprazole 20mg Cap,GI Drugs,Evans Medical,410,481.27,4202,367,3835,NIL,26-Oct-2025,01/02/2025,Ambient Temperature,Y,Cross River
PH400300,Paracetamol 1000mg Tab,Analgesics,Swipha Nigeria,120.00 naira,₦185.82,-10,0,,BN70179,16 January 2027,03-Mar-2024,COLD CHAIN,TRUE,Plateau
PH400044,Amlodipine 5mg Tab,Antihypertensives,Emzor Pharmaceutical,₦290.00,335.35 ,-10,0,-10,BN11562,07 August 2025,,Controlled,Yes,KANO
PH400045,Amoxicillin 500mg Cap,Antibiotics,Evans Medical,480,693.97 ,2834,n/a,570,BN40921,2025/02/08,2024-12-13,ambient,Yes,Imo
PH400183,Artemether-Lumefantrine 80/480,Antimalarials,Emzor Pharmaceutical,650.00 naira,886.91 naira,-10,0,-10,BN13793,17-Jun-2027,11/02/2024,room temp,TRUE,Cross River
PH400390,Insulin Glargine 100IU/mL,Antidiabetics,Emzor Pharmaceutical,"₦8,500.00","N11,665",0,0,0,BN69748,12/07/2027,06 February 2025,Refrigerated,FALSE,Kaduna
PH400276,Ibuprofen 400mg Tab,analgesics,Evans Medical,180.00 naira,₦283.02,4937,3767,1170,BN79059,03/07/2027,2024-07-08,Ambient Temperature,Yes,Ibadan
PH400429,Artemether-Lumefantrine 80/480,antimalarials,Evans Medical,₦650.00,777.87 ,-,248,72,BN29712,2027-06-24,06/26/2025,Cold Chain (2-8°C),N,Delta
PH400005,Artemether-Lumefantrine 80/480,ANTIMALARIALS,Fidson Healthcare,NGN 650,874.09,0,0,0,BN66075,20/06/2025,17/06/2025,Refrigerated,1,Cross River
PH400406,Amlodipine 5mg Tab,Antihypertensives,Emzor Pharmaceutical,290,₦426.09,2149,null,720,BN56899,2026/05/16,2024/01/15,Cold Chain (2-8°C),true,Kano
PH400167,Multivitamin Syrup,supplements,Evans Medical,N780,₦937.86,3450,--,1768,BN20301,00/00/0000,2024-02-14,Cold Chain (2-8°C),1,Kaduna
PH400396,Amoxicillin 500mg Cap,Antibiotics,Evans Medical,480.00 ,₦715.37,0,0,0,BN37849,2026-05-18,not set,Refrigerated,0,Anambra
PH400138,Insulin Glargine 100IU/mL,Antidiabetics,Evans Medical,8500,12928.22 naira,-10,0,-10,  ,12/04/2027,2024-11-30,Refrigerated,true,Kaduna
PH400342,Artemether-Lumefantrine 80/480,Antimalarials,Emzor Pharmaceutical,?,--,  ,0,0,BN69762,30/01/2025,2024-12-19,Ambient Temperature,no,Enugu
PH400204,Multivitamin Syrup,Supplements,Fidson Healthcare,N780,"NGN 1,224",3783,1997,1786,BN43471,11/29/2026,2024-01-29,ambient,Y,Lagos
PH400141,Diazepam 5mg Tab,Anxiolytics,Emzor Pharmaceutical,550.00 naira,N805,-10,0,-10,BN32365,22.03.2027,05/17/2024,Refrigerated,true,Kaduna
PH400386,Metformin 850mg Tab,antidiabetics,Emzor Pharmaceutical,N350,556.6,0,0,0,BN95859,22.04.2026,24.03.2025,ambient,Yes,Oyo
PH400096,Cotrimoxazole 480mg Tab,antibiotics,Emzor Pharmaceutical,N200,301.24,2200,1515,685,BN96489,01/04/2027,2024/09/24,room temp,0,Anambra
PH400231,Amlodipine 5mg Tab,  ,Emzor Pharmaceutical,290,434.20 ,-10,0,-10,BN84157,06/15/2026,06-Dec-2024,Ambient Temperature,TRUE,Edo
PH400122,Lisinopril 10mg Tab,Antihypertensives,Emzor Pharmaceutical,NGN 320,NGN 469,1913,561,1352,BN42585,24/08/2026,11-Oct-2024,COLD CHAIN,no,Rivers
PH400087,Metformin 850mg Tab,ANTIDIABETICS,Swipha Nigeria,NGN 350,N550,0,0,0,BN52879,2027-03-23,10.12.2024,Refrigerated,true,Imo
PH400399,Omeprazole 20mg Cap,GI DRUGS,May & Baker Nigeria,NGN 410,N533,-10,0,-10,BN99574,17/11/2025,14.04.2024,COLD CHAIN,true,Lagos
PH400212,Metformin 850mg Tab,Antidiabetics,May & Baker Nigeria,NGN 350,519.34 naira,2913,2647,266,BN62746,03.01.2025,,Refrigerated,no,Lagos
PH400165,Insulin Glargine 100IU/mL   ,Antidiabetics,Fidson Healthcare,"NGN 8,500","N11,187",-10,0,-10,BN53295,06 June 2025,14-Jun-2025,Refrigerated,TRUE,Enugu
PH400106,Lisinopril 10mg Tab,Antihypertensives,Evans Medical,NGN 320,447.54,576,489,87,BN24904,11/13/2025,03/08/2025,Ambient Temperature,TRUE,Edo
PH400006,Lisinopril 10mg Tab,Antihypertensives,Swipha Nigeria,NGN 320,376.72,0,0,,BN91999,2027-08-31,2024/08/02,Cold Chain (2-8°C),N,Cross River
PH400170,Paracetamol 1000mg Tab,Analgesics,Swipha Nigeria,NIL,140.94 naira,2171,43,2128,BN55258,16.06.2025,06-Jan-2025,Refrigerated,1,Ogun
PH400418,Omeprazole 20mg Cap,gi drugs,Evans Medical,410.00 naira,NGN 505,606,120,486,BN49627,2027/08/10,2025/04/09,ambient,false,Ogun
PH400235,Ibuprofen 400mg Tab,Analgesics,Evans Medical,180,225.12,1150,406,,BN49902,2027/04/04,21.05.2025,COLD CHAIN,0,Ogun
PH400213,Amlodipine 5mg Tab,antihypertensives,May & Baker Nigeria,290.00 naira,N388,2279,332,1947,BN70028,16 November 2025,05-Feb-2025,Controlled,No,Cross River
PH400293,Omeprazole 20mg Cap,GI Drugs,Emzor Pharmaceutical,₦410.00,NGN 578,-10,0,-10,BN68316,01/25/2026,22 August 2024,room temp,Yes,Edo
PH400317,Multivitamin Syrup,supplements,Evans Medical,780,"₦1,133.64",0,0,0,BN74204,05-Sep-2027,2024-08-28,Cold Chain (2-8°C),FALSE,Lagos
PH400086,Diazepam  5mg Tab,Anxiolytics,Evans Medical,₦550.00,NGN 869,4610,457,4153,BN75779,17.10.2025,13 November 2024,Ambient Temperature,1,Delta
PH400017,Metformin 850mg Tab,antidiabetics,Evans Medical,N350,457.08,-10,N/A,-10,BN94179,24.02.2025,30 June 2024,Controlled,Yes,Rivers
PH400239,Multivitamin Syrup,Supplements,Swipha Nigeria,₦780.00,"1,144.29 ",unknown,3410,1227,NIL,12/11/2024,17 March 2024,COLD CHAIN,Yes,Enugu
PH400251,Omeprazole 20mg Cap,GI DRUGS,Evans Medical,410,N534,-10,0,-10,BN83767,11.09.2025,26 November 2024,room temp,N,Cross River
PH400102,  Ibuprofen 400mg Tab,Analgesics,Evans Medical,₦180.00,₦226.71,4157,3126,1031,BN36175,2025/01/06,2024/07/14,Ambient Temperature,TRUE,Lagos State
PH400136,Diazepam 5mg Tab,Anxiolytics,May & Baker Nigeria,₦550.00,NGN 739,1173,29,1144,--,01.12.2026,2025/06/13,COLD CHAIN,Yes,Kaduna
PH400408,Cotrimoxazole 480mg Tab,antibiotics,Evans Medical,200.00 naira,260.85,-10,0,,BN26180,2025/06/14,23 April 2024,Ambient Temperature,false,Akwa Ibom
PH400388,Cotrimoxazole 480mg Tab,antibiotics,Evans Medical,200,N280,547,265,282,BN43415,07/12/2026,10.03.2025,ambient,No,ABUJA
PH400023,Omeprazole 20mg Cap,Gi Drugs,May & Baker Nigeria,410,581.99 naira,0,0,0,BN59603,22.01.2027,03-Dec-2024,Controlled,No,Rivers
PH400384,Lisinopril 10mg Tab,antihypertensives,Evans Medical,320.00 naira,NGN 437,NULL,0,0,BN25913,03/25/2027,2024/05/09,Ambient Temperature,Y,Anambra
PH400301,Amoxicillin 500mg Cap,Antibiotics,Swipha Nigeria,480,NGN 668,0,0,,BN39527,2027/05/25,2024/03/03,Controlled,true,Ogun
PH400043,Cotrimoxazole 480mg Tab,Antibiotics,May & Baker Nigeria,200,N234,3135,1310,1825,BN79209,2027/04/04,09 December 2024,COLD CHAIN,TRUE,Oyo State
PH400151,Metformin 850mg Tab,Antidiabetics,Emzor Pharmaceutical,350,471.04 ,-10,0,-10,BN88651,2026-02-25,2025-02-23,Ambient Temperature,Yes,Delta
PH400135,Paracetamol 1000mg Tab,analgesics,Swipha Nigeria,NGN 120,₦144.16,0,0,0,BN20115,N/A,2024/12/06,Refrigerated,N,Lag
PH400188,Multivitamin Syrup,SUPPLEMENTS,May & Baker Nigeria,780,1192.17 naira,2537,99,2438,BN79140,19/11/2024,2024-08-04,ambient,TRUE,Edo
PH400338,Metformin 850mg Tab,antidiabetics,May & Baker Nigeria,N350,N403,0,0,0,BN37270,2025-02-01,24-Jan-2025,Refrigerated,Y,Ogun
PH400333,Paracetamol 1000mg Tab,Analgesics,Fidson Healthcare,120.00 ,N166,-10,0,-10,BN64476,2026-06-28,07/17/2024,Refrigerated,yes,Cross River
PH400314,Paracetamol 1000mg Tab,Analgesics,Emzor Pharmaceutical,N120,NGN 154,0,0,0,BN10931,18-Mar-2025,2025-05-03,Refrigerated,TRUE,Lagos State
PH400339,Lisinopril 10mg Tab,Antihypertensives,May & Baker Nigeria,320.00 ,₦381.73,4107,3324,783,BN15709,2026/09/10,2024-06-03,Cold Chain (2-8°C),1,Lagos
PH400219,Paracetamol 1000mg Tab,Analgesics,Fidson Healthcare,N120,162.27 naira,2319,2194,125,BN31976,2025/11/10,27 October 2024,ambient,true,KANO
PH400313,Metformin 850mg Tab,Antidiabetics,May & Baker Nigeria,350,500.6,0,0,0,BN33868,27-Jul-2025,21-Apr-2025,COLD CHAIN,no,Cross River
PH400077,Lisinopril 10mg Tab,Antihypertensives,May & Baker Nigeria,320.00 naira,403.24,-10,0,-10,BN88764,08-Jul-2026,02 June 2025,Controlled,Y,Kaduna
PH400026,Omeprazole 20mg Cap,GI Drugs,Swipha Nigeria,410.00 ,525.06 ,0,0,0,BN74072,2025-08-06,10-Feb-2025,Cold Chain (2-8°C),true,Akwa Ibom
PH400038,Diazepam 5mg Tab,Anxiolytics,Swipha Nigeria,550.00 naira,N712,3910,383,3527,BN30548,2025/09/14,26 February 2024,Controlled,N,Kaduna
PH400195,Metformin 850mg Tab,Antidiabetics,Swipha Nigeria,N350,₦532.36,0,0,0,BN62014,07-Nov-2025,13/05/2024,Ambient Temperature,false,Delta
PH400343,Multivitamin Syrup,supplements,Evans Medical,780.00 naira,1173.98,-10,0,-10,BN15522,00/00/0000,09/02/2024,COLD CHAIN,No,Akwa Ibom
PH400243,Amoxicillin 500mg Cap,Antibiotics,May & Baker Nigeria,NGN 480,N712,Unknown,147,48,NULL,30/11/2026,2025-01-04,Ambient Temperature,FALSE,Anambra
PH400160,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,Fidson Healthcare,N320,472.24,-10,0,-10,BN34976,2027-04-28,18/08/2024,room temp,0,Kano
PH400018,Omeprazole 20mg Cap,gi drugs,Emzor Pharmaceutical,410,₦563.68,-10,0,-10,BN18649,01.05.2027,04/06/2024,Controlled,FALSE,rivers
PH400389,Ibuprofen 400mg Tab,analgesics,Fidson Healthcare,NGN 180,249.73 naira,-10,  ,-10,BN19878,02-Oct-2026,20.02.2025,room temp,false,FCT
PH400382,Artemether-Lumefantrine 80/480,Antimalarials,Swipha Nigeria,650,NGN 791,3755,889,2866,BN30481,03/21/2025,02 October 2024,Controlled,No,Delta
